qubit,pauli,target_expectation,sewing_expectation,signed_diff,abs_diff,target_cone_size,sewing_cone_size
18,Z,-0.07500905691986226,-0.07538499441699587,-0.0003759374971336049,0.0003759374971336049,6,22
19,X,0.1628103030742125,0.16189701424772354,-0.0009132888264889449,0.0009132888264889449,6,22
19,Y,-0.28019800250314886,-0.28099783484949054,-0.0007998323463416779,0.0007998323463416779,6,22
19,Z,0.0244505639134891,0.024892068188757444,0.0004415042752683451,0.0004415042752683451,6,22
20,X,0.010591147304661572,0.01123933576388245,0.0006481884592208775,0.0006481884592208775,6,28
20,Y,-0.057896071351965145,-0.05856320212980427,-0.0006671307778391283,0.0006671307778391283,6,28
20,Z,0.5842366933044099,0.5835244122000924,-0.0007122811043174249,0.0007122811043174249,6,28
21,X,0.005812205431731388,0.006065041859491889,0.0002528364277605017,0.0002528364277605017,6,28
21,Y,0.2590723657944116,0.2584934844943561,-0.0005788813000555115,0.0005788813000555115,6,28
21,Z,0.7943666996126737,0.7942660102511335,-0.00010068936154017383,0.00010068936154017383,6,28
22,X,0.07920947385864473,0.0793630867934138,0.000153612934769079,0.000153612934769079,6,28
22,Y,0.6541117401944835,0.6540979650168435,-1.3775177640007463e-05,1.3775177640007463e-05,6,28
22,Z,0.6856358135644038,0.685326880923094,-0.00030893264130982256,0.00030893264130982256,6,28
23,X,-0.6042014511829203,-0.6043324829915406,-0.00013103180862028552,0.00013103180862028552,6,28
23,Y,-0.3882916947739532,-0.38828788936350733,3.805410445867352e-06,3.805410445867352e-06,6,28
23,Z,0.6034331636305036,0.6031642233882157,-0.00026894024228785174,0.00026894024228785174,6,28
24,X,-0.0028266875352836868,-0.0015059829323535463,0.0013207046029301405,0.0013207046029301405,6,22
24,Y,0.030986329394094597,0.03192020256019562,0.0009338731661010236,0.0009338731661010236,6,22
24,Z,0.6187034716142473,0.6161493911753612,-0.0025540804388861638,0.0025540804388861638,6,22
25,X,-0.4526294319965739,-0.45035303475914096,0.0022763972374329478,0.0022763972374329478,6,22
25,Y,0.1647446089761272,0.1662446736902589,0.0015000647141316936,0.0015000647141316936,6,22
25,Z,0.254854590421863,0.2530934902210769,-0.0017611002007860699,0.0017611002007860699,6,22
26,X,0.1678238353489119,0.1687836280892409,0.0009597927403290074,0.0009597927403290074,6,16
26,Y,-0.34770155198154457,-0.34757883352111485,0.00012271846042971601,0.00012271846042971601,6,16
26,Z,0.147978439559582,0.14815854649541127,0.00018010693582926063,0.00018010693582926063,6,16
27,X,-0.43907130565890423,-0.43952799797446745,-0.000456692315563223,0.000456692315563223,6,16
27,Y,-0.34284777657122945,-0.3415719848190773,0.0012757917521521445,0.0012757917521521445,6,16
27,Z,0.043410728281340405,0.0436014250586752,0.00019069677733479784,0.00019069677733479784,6,16
28,X,-0.47361070627882895,-0.4738987584203292,-0.00028805214150023906,0.00028805214150023906,6,18
28,Y,0.029945043685130138,0.0285980209714549,-0.0013470227136752368,0.0013470227136752368,6,18
28,Z,-0.06015052230838652,-0.06020722970236769,-5.6707393981170195e-05,5.6707393981170195e-05,6,18
29,X,0.29521185805957934,0.2967501258920028,0.0015382678324234456,0.0015382678324234456,6,18
29,Y,-0.4734915764335458,-0.47134873641793784,0.0021428400156079386,0.0021428400156079386,6,18
29,Z,0.730068654549858,0.7324569664640025,0.0023883119141444586,0.0023883119141444586,6,18
30,X,0.5558213314438892,0.5652786584612549,0.00945732701736568,0.00945732701736568,4,18
30,Y,-0.6546773722373271,-0.6454618790988881,0.009215493138439057,0.009215493138439057,4,18
30,Z,0.3608726423299353,0.3620597957735175,0.0011871534435821673,0.0011871534435821673,4,18
31,X,0.28560624024358977,0.28782113036419543,0.0022148901206056615,0.0022148901206056615,4,18
31,Y,0.908001368797152,0.9068184039870573,-0.001182964810094722,0.001182964810094722,4,18
31,Z,0.0439347234913694,0.047136611866185174,0.0032018883748157756,0.0032018883748157756,4,18
